Entity,Code,year,gdp,pop
United Kingdom,GBR,1228,,4038000
United Kingdom,GBR,1229,,4046000
United Kingdom,GBR,1230,,4055000
United Kingdom,GBR,1231,,4063000
United Kingdom,GBR,1232,,4072000
United Kingdom,GBR,1233,,4081000
United Kingdom,GBR,1234,,4089000
United Kingdom,GBR,1235,,4098000
United Kingdom,GBR,1236,,4107000
United Kingdom,GBR,1237,,4115000
United Kingdom,GBR,1238,,4124000
United Kingdom,GBR,1239,,4133000
United Kingdom,GBR,1240,,4142000
United Kingdom,GBR,1241,,4150000
United Kingdom,GBR,1242,,4159000
United Kingdom,GBR,1243,,4168000
United Kingdom,GBR,1244,,4177000
United Kingdom,GBR,1245,,4186000
United Kingdom,GBR,1246,,4195000
United Kingdom,GBR,1247,,4203000
United Kingdom,GBR,1248,,4212000
United Kingdom,GBR,1249,,4221000
United Kingdom,GBR,1250,,4230000
United Kingdom,GBR,1251,,4237000
United Kingdom,GBR,1252,,4243000
United Kingdom,GBR,1253,,4250000
United Kingdom,GBR,1254,,4257000
United Kingdom,GBR,1255,,4263000
United Kingdom,GBR,1256,,4270000
United Kingdom,GBR,1257,,4277000
United Kingdom,GBR,1258,,4284000
United Kingdom,GBR,1259,,4290000
United Kingdom,GBR,1260,,4297000
United Kingdom,GBR,1261,,4304000
United Kingdom,GBR,1262,,4311000
United Kingdom,GBR,1263,,4317000
United Kingdom,GBR,1264,,4324000
United Kingdom,GBR,1265,,4331000
United Kingdom,GBR,1266,,4338000
United Kingdom,GBR,1267,,4344000
United Kingdom,GBR,1268,,4351000
United Kingdom,GBR,1269,,4358000
